sale_id,date,product_id,product_name,category,quantity,unit_price
544,2025-11-28,2,Pepsi 500ml,Beverage,3,1500.0
544,2025-11-28,2,Pepsi 500ml,Beverage,2,1500.0
544,2025-11-28,2,Pepsi 500ml,Beverage,4,1500.0
544,2025-11-28,3,White Rice 5kg,Grocery,2,8000.0
545,2025-11-28,4,Notebook A4,Stationery,5,2500.0
546,2025-11-28,4,Notebook A4,Stationery,1,2500.0
546,2025-11-28,1,Coca-Cola 500ml,Beverage,5,1500.0
546,2025-11-28,4,Notebook A4,Stationery,4,2500.0
546,2025-11-28,1,Coca-Cola 500ml,Beverage,4,1500.0
547,2025-11-28,3,White Rice 5kg,Grocery,3,8000.0
547,2025-11-28,4,Notebook A4,Stationery,5,2500.0
547,2025-11-28,4,Notebook A4,Stationery,3,2500.0
548,2025-11-28,2,Pepsi 500ml,Beverage,2,1500.0
548,2025-11-28,3,White Rice 5kg,Grocery,1,8000.0
549,2025-11-28,1,Coca-Cola 500ml,Beverage,1,1500.0
549,2025-11-28,4,Notebook A4,Stationery,1,2500.0
549,2025-11-28,4,Notebook A4,Stationery,1,2500.0
550,2025-11-28,1,Coca-Cola 500ml,Beverage,5,1500.0
550,2025-11-28,2,Pepsi 500ml,Beverage,4,1500.0
550,2025-11-28,1,Coca-Cola 500ml,Beverage,2,1500.0
551,2025-11-28,1,Coca-Cola 500ml,Beverage,1,1500.0
551,2025-11-28,4,Notebook A4,Stationery,1,2500.0
551,2025-11-28,1,Coca-Cola 500ml,Beverage,3,1500.0
552,2025-11-28,4,Notebook A4,Stationery,5,2500.0
552,2025-11-28,4,Notebook A4,Stationery,3,2500.0
553,2025-11-28,1,Coca-Cola 500ml,Beverage,1,1500.0
553,2025-11-28,4,Notebook A4,Stationery,4,2500.0
553,2025-11-28,3,White Rice 5kg,Grocery,2,8000.0
554,2025-11-28,4,Notebook A4,Stationery,1,2500.0
554,2025-11-28,3,White Rice 5kg,Grocery,1,8000.0
555,2025-11-28,2,Pepsi 500ml,Beverage,2,1500.0
555,2025-11-28,1,Coca-Cola 500ml,Beverage,4,1500.0
556,2025-11-29,3,White Rice 5kg,Grocery,1,8000.0
556,2025-11-29,1,Coca-Cola 500ml,Beverage,1,1500.0
557,2025-11-29,1,Coca-Cola 500ml,Beverage,5,1500.0
557,2025-11-29,2,Pepsi 500ml,Beverage,3,1500.0
558,2025-11-29,4,Notebook A4,Stationery,3,2500.0
558,2025-11-29,4,Notebook A4,Stationery,1,2500.0
559,2025-11-29,3,White Rice 5kg,Grocery,1,8000.0
559,2025-11-29,3,White Rice 5kg,Grocery,2,8000.0
559,2025-11-29,1,Coca-Cola 500ml,Beverage,1,1500.0
559,2025-11-29,3,White Rice 5kg,Grocery,2,8000.0
560,2025-11-29,3,White Rice 5kg,Grocery,1,8000.0
561,2025-11-29,2,Pepsi 500ml,Beverage,2,1500.0
562,2025-11-29,2,Pepsi 500ml,Beverage,4,1500.0
562,2025-11-29,4,Notebook A4,Stationery,3,2500.0
562,2025-11-29,1,Coca-Cola 500ml,Beverage,3,1500.0
562,2025-11-29,2,Pepsi 500ml,Beverage,3,1500.0
563,2025-11-29,1,Coca-Cola 500ml,Beverage,3,1500.0
564,2025-11-29,2,Pepsi 500ml,Beverage,3,1500.0
564,2025-11-29,2,Pepsi 500ml,Beverage,1,1500.0
565,2025-11-29,3,White Rice 5kg,Grocery,2,8000.0
565,2025-11-29,1,Coca-Cola 500ml,Beverage,1,1500.0
565,2025-11-29,2,Pepsi 500ml,Beverage,2,1500.0
565,2025-11-29,1,Coca-Cola 500ml,Beverage,5,1500.0
566,2025-11-29,2,Pepsi 500ml,Beverage,5,1500.0
566,2025-11-29,1,Coca-Cola 500ml,Beverage,1,1500.0
566,2025-11-29,2,Pepsi 500ml,Beverage,2,1500.0
566,2025-11-29,3,White Rice 5kg,Grocery,3,8000.0
567,2025-11-29,2,Pepsi 500ml,Beverage,1,1500.0
568,2025-11-29,1,Coca-Cola 500ml,Beverage,3,1500.0
568,2025-11-29,3,White Rice 5kg,Grocery,3,8000.0
568,2025-11-29,2,Pepsi 500ml,Beverage,5,1500.0
568,2025-11-29,3,White Rice 5kg,Grocery,2,8000.0
569,2025-11-29,4,Notebook A4,Stationery,4,2500.0
569,2025-11-29,2,Pepsi 500ml,Beverage,4,1500.0
569,2025-11-29,4,Notebook A4,Stationery,3,2500.0
569,2025-11-29,4,Notebook A4,Stationery,2,2500.0
570,2025-11-29,1,Coca-Cola 500ml,Beverage,3,1500.0
570,2025-11-29,2,Pepsi 500ml,Beverage,4,1500.0
571,2025-11-29,3,White Rice 5kg,Grocery,1,8000.0
572,2025-11-29,2,Pepsi 500ml,Beverage,5,1500.0
572,2025-11-29,4,Notebook A4,Stationery,5,2500.0
573,2025-11-29,1,Coca-Cola 500ml,Beverage,1,1500.0
573,2025-11-29,1,Coca-Cola 500ml,Beverage,4,1500.0
573,2025-11-29,4,Notebook A4,Stationery,1,2500.0
573,2025-11-29,2,Pepsi 500ml,Beverage,3,1500.0
574,2025-11-29,3,White Rice 5kg,Grocery,1,8000.0
574,2025-11-29,4,Notebook A4,Stationery,1,2500.0
574,2025-11-29,4,Notebook A4,Stationery,4,2500.0
574,2025-11-29,1,Coca-Cola 500ml,Beverage,2,1500.0
575,2025-11-29,3,White Rice 5kg,Grocery,3,8000.0
575,2025-11-29,4,Notebook A4,Stationery,1,2500.0
576,2025-11-29,1,Coca-Cola 500ml,Beverage,2,1500.0
576,2025-11-29,2,Pepsi 500ml,Beverage,3,1500.0
577,2025-11-29,4,Notebook A4,Stationery,4,2500.0
577,2025-11-29,2,Pepsi 500ml,Beverage,1,1500.0
578,2025-11-29,3,White Rice 5kg,Grocery,1,8000.0
579,2025-11-29,1,Coca-Cola 500ml,Beverage,4,1500.0
579,2025-11-29,2,Pepsi 500ml,Beverage,5,1500.0
579,2025-11-29,2,Pepsi 500ml,Beverage,3,1500.0
579,2025-11-29,4,Notebook A4,Stationery,4,2500.0
580,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
580,2025-11-30,2,Pepsi 500ml,Beverage,3,1500.0
581,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
581,2025-11-30,3,White Rice 5kg,Grocery,2,8000.0
581,2025-11-30,2,Pepsi 500ml,Beverage,1,1500.0
582,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
582,2025-11-30,1,Coca-Cola 500ml,Beverage,3,1500.0
582,2025-11-30,4,Notebook A4,Stationery,5,2500.0
583,2025-11-30,1,Coca-Cola 500ml,Beverage,5,1500.0
583,2025-11-30,4,Notebook A4,Stationery,5,2500.0
584,2025-11-30,1,Coca-Cola 500ml,Beverage,1,1500.0
585,2025-11-30,2,Pepsi 500ml,Beverage,3,1500.0
585,2025-11-30,4,Notebook A4,Stationery,3,2500.0
586,2025-11-30,1,Coca-Cola 500ml,Beverage,2,1500.0
586,2025-11-30,2,Pepsi 500ml,Beverage,3,1500.0
587,2025-11-30,1,Coca-Cola 500ml,Beverage,1,1500.0
587,2025-11-30,1,Coca-Cola 500ml,Beverage,2,1500.0
588,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
588,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
588,2025-11-30,4,Notebook A4,Stationery,5,2500.0
589,2025-11-30,2,Pepsi 500ml,Beverage,4,1500.0
589,2025-11-30,2,Pepsi 500ml,Beverage,2,1500.0
589,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
589,2025-11-30,2,Pepsi 500ml,Beverage,2,1500.0
590,2025-11-30,4,Notebook A4,Stationery,1,2500.0
590,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
590,2025-11-30,4,Notebook A4,Stationery,5,2500.0
591,2025-11-30,2,Pepsi 500ml,Beverage,1,1500.0
592,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
593,2025-11-30,2,Pepsi 500ml,Beverage,1,1500.0
593,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
593,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
593,2025-11-30,4,Notebook A4,Stationery,2,2500.0
594,2025-11-30,4,Notebook A4,Stationery,3,2500.0
595,2025-11-30,2,Pepsi 500ml,Beverage,1,1500.0
596,2025-11-30,2,Pepsi 500ml,Beverage,2,1500.0
596,2025-11-30,4,Notebook A4,Stationery,5,2500.0
597,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
597,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
598,2025-11-30,4,Notebook A4,Stationery,1,2500.0
598,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
598,2025-11-30,1,Coca-Cola 500ml,Beverage,5,1500.0
598,2025-11-30,4,Notebook A4,Stationery,1,2500.0
599,2025-11-30,1,Coca-Cola 500ml,Beverage,1,1500.0
599,2025-11-30,4,Notebook A4,Stationery,2,2500.0
599,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
599,2025-11-30,3,White Rice 5kg,Grocery,2,8000.0
600,2025-11-30,2,Pepsi 500ml,Beverage,3,1500.0
600,2025-11-30,1,Coca-Cola 500ml,Beverage,4,1500.0
601,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
602,2025-11-30,1,Coca-Cola 500ml,Beverage,5,1500.0
602,2025-11-30,4,Notebook A4,Stationery,5,2500.0
602,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
602,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
603,2025-11-30,1,Coca-Cola 500ml,Beverage,4,1500.0
603,2025-11-30,1,Coca-Cola 500ml,Beverage,1,1500.0
604,2025-11-30,1,Coca-Cola 500ml,Beverage,2,1500.0
604,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
604,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
604,2025-11-30,3,White Rice 5kg,Grocery,2,8000.0
605,2025-11-30,1,Coca-Cola 500ml,Beverage,4,1500.0
605,2025-11-30,3,White Rice 5kg,Grocery,1,8000.0
605,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
605,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
606,2025-11-30,2,Pepsi 500ml,Beverage,5,1500.0
606,2025-11-30,4,Notebook A4,Stationery,4,2500.0
607,2025-11-30,1,Coca-Cola 500ml,Beverage,1,1500.0
607,2025-11-30,3,White Rice 5kg,Grocery,3,8000.0
608,2025-11-30,2,Pepsi 500ml,Beverage,3,1500.0
609,2025-11-30,4,Notebook A4,Stationery,2,2500.0
610,2025-12-01,4,Notebook A4,Stationery,4,2500.0
610,2025-12-01,1,Coca-Cola 500ml,Beverage,1,1500.0
611,2025-12-01,3,White Rice 5kg,Grocery,2,8000.0
611,2025-12-01,4,Notebook A4,Stationery,5,2500.0
612,2025-12-01,4,Notebook A4,Stationery,4,2500.0
612,2025-12-01,4,Notebook A4,Stationery,1,2500.0
612,2025-12-01,3,White Rice 5kg,Grocery,3,8000.0
613,2025-12-01,4,Notebook A4,Stationery,1,2500.0
613,2025-12-01,2,Pepsi 500ml,Beverage,3,1500.0
613,2025-12-01,3,White Rice 5kg,Grocery,3,8000.0
614,2025-12-01,3,White Rice 5kg,Grocery,1,8000.0
615,2025-12-01,4,Notebook A4,Stationery,4,2500.0
616,2025-12-01,2,Pepsi 500ml,Beverage,5,1500.0
617,2025-12-01,1,Coca-Cola 500ml,Beverage,3,1500.0
617,2025-12-01,1,Coca-Cola 500ml,Beverage,1,1500.0
618,2025-12-01,4,Notebook A4,Stationery,2,2500.0
618,2025-12-01,1,Coca-Cola 500ml,Beverage,2,1500.0
618,2025-12-01,1,Coca-Cola 500ml,Beverage,1,1500.0
618,2025-12-01,3,White Rice 5kg,Grocery,2,8000.0
619,2025-12-01,1,Coca-Cola 500ml,Beverage,2,1500.0
620,2025-12-01,1,Coca-Cola 500ml,Beverage,1,1500.0
620,2025-12-01,2,Pepsi 500ml,Beverage,2,1500.0
620,2025-12-01,4,Notebook A4,Stationery,5,2500.0
620,2025-12-01,3,White Rice 5kg,Grocery,3,8000.0
621,2025-12-01,1,Coca-Cola 500ml,Beverage,1,1500.0
621,2025-12-01,4,Notebook A4,Stationery,2,2500.0
621,2025-12-01,1,Coca-Cola 500ml,Beverage,1,1500.0
621,2025-12-01,2,Pepsi 500ml,Beverage,3,1500.0
622,2025-12-01,2,Pepsi 500ml,Beverage,1,1500.0
623,2025-12-02,3,White Rice 5kg,Grocery,1,8000.0
623,2025-12-02,3,White Rice 5kg,Grocery,3,8000.0
624,2025-12-02,3,White Rice 5kg,Grocery,1,8000.0
624,2025-12-02,4,Notebook A4,Stationery,4,2500.0
625,2025-12-02,4,Notebook A4,Stationery,1,2500.0
625,2025-12-02,4,Notebook A4,Stationery,5,2500.0
626,2025-12-02,3,White Rice 5kg,Grocery,1,8000.0
626,2025-12-02,3,White Rice 5kg,Grocery,3,8000.0
627,2025-12-02,1,Coca-Cola 500ml,Beverage,3,1500.0
628,2025-12-02,4,Notebook A4,Stationery,3,2500.0
628,2025-12-02,1,Coca-Cola 500ml,Beverage,4,1500.0
628,2025-12-02,1,Coca-Cola 500ml,Beverage,5,1500.0
629,2025-12-02,4,Notebook A4,Stationery,5,2500.0
629,2025-12-02,4,Notebook A4,Stationery,5,2500.0
629,2025-12-02,3,White Rice 5kg,Grocery,3,8000.0
630,2025-12-02,4,Notebook A4,Stationery,3,2500.0
631,2025-12-02,1,Coca-Cola 500ml,Beverage,5,1500.0
631,2025-12-02,2,Pepsi 500ml,Beverage,5,1500.0
631,2025-12-02,2,Pepsi 500ml,Beverage,2,1500.0
632,2025-12-02,1,Coca-Cola 500ml,Beverage,3,1500.0
632,2025-12-02,2,Pepsi 500ml,Beverage,1,1500.0
632,2025-12-02,3,White Rice 5kg,Grocery,2,8000.0
633,2025-12-02,4,Notebook A4,Stationery,3,2500.0
633,2025-12-02,3,White Rice 5kg,Grocery,3,8000.0
634,2025-12-02,2,Pepsi 500ml,Beverage,3,1500.0
634,2025-12-02,1,Coca-Cola 500ml,Beverage,3,1500.0
634,2025-12-02,2,Pepsi 500ml,Beverage,1,1500.0
634,2025-12-02,3,White Rice 5kg,Grocery,2,8000.0
635,2025-12-02,1,Coca-Cola 500ml,Beverage,4,1500.0
635,2025-12-02,3,White Rice 5kg,Grocery,2,8000.0
635,2025-12-02,2,Pepsi 500ml,Beverage,1,1500.0
635,2025-12-02,1,Coca-Cola 500ml,Beverage,5,1500.0
636,2025-12-03,4,Notebook A4,Stationery,4,2500.0
636,2025-12-03,4,Notebook A4,Stationery,5,2500.0
636,2025-12-03,1,Coca-Cola 500ml,Beverage,5,1500.0
636,2025-12-03,1,Coca-Cola 500ml,Beverage,2,1500.0
637,2025-12-03,3,White Rice 5kg,Grocery,3,8000.0
637,2025-12-03,1,Coca-Cola 500ml,Beverage,5,1500.0
637,2025-12-03,2,Pepsi 500ml,Beverage,5,1500.0
637,2025-12-03,3,White Rice 5kg,Grocery,3,8000.0
638,2025-12-03,3,White Rice 5kg,Grocery,2,8000.0
638,2025-12-03,4,Notebook A4,Stationery,1,2500.0
638,2025-12-03,4,Notebook A4,Stationery,1,2500.0
639,2025-12-03,3,White Rice 5kg,Grocery,3,8000.0
639,2025-12-03,2,Pepsi 500ml,Beverage,1,1500.0
639,2025-12-03,3,White Rice 5kg,Grocery,2,8000.0
640,2025-12-03,2,Pepsi 500ml,Beverage,3,1500.0
640,2025-12-03,1,Coca-Cola 500ml,Beverage,2,1500.0
640,2025-12-03,2,Pepsi 500ml,Beverage,3,1500.0
641,2025-12-03,1,Coca-Cola 500ml,Beverage,1,1500.0
641,2025-12-03,4,Notebook A4,Stationery,4,2500.0
641,2025-12-03,2,Pepsi 500ml,Beverage,2,1500.0
642,2025-12-03,2,Pepsi 500ml,Beverage,1,1500.0
642,2025-12-03,1,Coca-Cola 500ml,Beverage,2,1500.0
643,2025-12-03,4,Notebook A4,Stationery,1,2500.0
643,2025-12-03,1,Coca-Cola 500ml,Beverage,4,1500.0
643,2025-12-03,2,Pepsi 500ml,Beverage,3,1500.0
644,2025-12-03,1,Coca-Cola 500ml,Beverage,5,1500.0
645,2025-12-03,3,White Rice 5kg,Grocery,2,8000.0
645,2025-12-03,3,White Rice 5kg,Grocery,3,8000.0
645,2025-12-03,4,Notebook A4,Stationery,5,2500.0
646,2025-12-04,4,Notebook A4,Stationery,2,2500.0
646,2025-12-04,1,Coca-Cola 500ml,Beverage,5,1500.0
646,2025-12-04,2,Pepsi 500ml,Beverage,2,1500.0
647,2025-12-04,2,Pepsi 500ml,Beverage,2,1500.0
647,2025-12-04,1,Coca-Cola 500ml,Beverage,2,1500.0
647,2025-12-04,4,Notebook A4,Stationery,3,2500.0
647,2025-12-04,4,Notebook A4,Stationery,1,2500.0
648,2025-12-04,4,Notebook A4,Stationery,1,2500.0
648,2025-12-04,3,White Rice 5kg,Grocery,2,8000.0
648,2025-12-04,2,Pepsi 500ml,Beverage,4,1500.0
648,2025-12-04,2,Pepsi 500ml,Beverage,3,1500.0
649,2025-12-04,4,Notebook A4,Stationery,2,2500.0
649,2025-12-04,2,Pepsi 500ml,Beverage,4,1500.0
649,2025-12-04,1,Coca-Cola 500ml,Beverage,5,1500.0
649,2025-12-04,1,Coca-Cola 500ml,Beverage,4,1500.0
650,2025-12-04,1,Coca-Cola 500ml,Beverage,2,1500.0
650,2025-12-04,2,Pepsi 500ml,Beverage,2,1500.0
651,2025-12-04,1,Coca-Cola 500ml,Beverage,5,1500.0
651,2025-12-04,1,Coca-Cola 500ml,Beverage,4,1500.0
651,2025-12-04,3,White Rice 5kg,Grocery,2,8000.0
652,2025-12-04,4,Notebook A4,Stationery,5,2500.0
652,2025-12-04,3,White Rice 5kg,Grocery,1,8000.0
653,2025-12-04,1,Coca-Cola 500ml,Beverage,3,1500.0
653,2025-12-04,4,Notebook A4,Stationery,4,2500.0
653,2025-12-04,4,Notebook A4,Stationery,5,2500.0
653,2025-12-04,2,Pepsi 500ml,Beverage,4,1500.0
654,2025-12-04,2,Pepsi 500ml,Beverage,1,1500.0
654,2025-12-04,4,Notebook A4,Stationery,5,2500.0
654,2025-12-04,3,White Rice 5kg,Grocery,3,8000.0
655,2025-12-04,2,Pepsi 500ml,Beverage,3,1500.0
655,2025-12-04,3,White Rice 5kg,Grocery,2,8000.0
655,2025-12-04,1,Coca-Cola 500ml,Beverage,5,1500.0
655,2025-12-04,4,Notebook A4,Stationery,4,2500.0
656,2025-12-04,2,Pepsi 500ml,Beverage,5,1500.0
657,2025-12-04,1,Coca-Cola 500ml,Beverage,2,1500.0
658,2025-12-04,2,Pepsi 500ml,Beverage,5,1500.0
658,2025-12-04,3,White Rice 5kg,Grocery,1,8000.0
658,2025-12-04,1,Coca-Cola 500ml,Beverage,3,1500.0
658,2025-12-04,1,Coca-Cola 500ml,Beverage,5,1500.0
659,2025-12-05,3,White Rice 5kg,Grocery,2,8000.0
659,2025-12-05,2,Pepsi 500ml,Beverage,5,1500.0
660,2025-12-05,3,White Rice 5kg,Grocery,2,8000.0
660,2025-12-05,4,Notebook A4,Stationery,1,2500.0
661,2025-12-05,2,Pepsi 500ml,Beverage,1,1500.0
661,2025-12-05,4,Notebook A4,Stationery,2,2500.0
662,2025-12-05,3,White Rice 5kg,Grocery,3,8000.0
662,2025-12-05,3,White Rice 5kg,Grocery,2,8000.0
662,2025-12-05,2,Pepsi 500ml,Beverage,1,1500.0
663,2025-12-05,4,Notebook A4,Stationery,5,2500.0
664,2025-12-05,2,Pepsi 500ml,Beverage,3,1500.0
664,2025-12-05,2,Pepsi 500ml,Beverage,4,1500.0
664,2025-12-05,2,Pepsi 500ml,Beverage,4,1500.0
665,2025-12-05,4,Notebook A4,Stationery,1,2500.0
665,2025-12-05,4,Notebook A4,Stationery,3,2500.0
665,2025-12-05,2,Pepsi 500ml,Beverage,4,1500.0
665,2025-12-05,1,Coca-Cola 500ml,Beverage,3,1500.0
666,2025-12-05,2,Pepsi 500ml,Beverage,2,1500.0
666,2025-12-05,1,Coca-Cola 500ml,Beverage,4,1500.0
666,2025-12-05,4,Notebook A4,Stationery,4,2500.0
666,2025-12-05,4,Notebook A4,Stationery,5,2500.0
667,2025-12-05,2,Pepsi 500ml,Beverage,2,1500.0
667,2025-12-05,4,Notebook A4,Stationery,5,2500.0
667,2025-12-05,1,Coca-Cola 500ml,Beverage,5,1500.0
667,2025-12-05,2,Pepsi 500ml,Beverage,3,1500.0
668,2025-12-05,2,Pepsi 500ml,Beverage,4,1500.0
668,2025-12-05,4,Notebook A4,Stationery,5,2500.0
668,2025-12-05,1,Coca-Cola 500ml,Beverage,3,1500.0
668,2025-12-05,2,Pepsi 500ml,Beverage,4,1500.0
669,2025-12-05,3,White Rice 5kg,Grocery,2,8000.0
669,2025-12-05,1,Coca-Cola 500ml,Beverage,5,1500.0
669,2025-12-05,4,Notebook A4,Stationery,2,2500.0
669,2025-12-05,1,Coca-Cola 500ml,Beverage,2,1500.0
670,2025-12-06,2,Pepsi 500ml,Beverage,4,1500.0
670,2025-12-06,1,Coca-Cola 500ml,Beverage,4,1500.0
671,2025-12-06,4,Notebook A4,Stationery,4,2500.0
671,2025-12-06,4,Notebook A4,Stationery,5,2500.0
671,2025-12-06,4,Notebook A4,Stationery,5,2500.0
672,2025-12-06,2,Pepsi 500ml,Beverage,2,1500.0
673,2025-12-06,3,White Rice 5kg,Grocery,3,8000.0
673,2025-12-06,4,Notebook A4,Stationery,5,2500.0
673,2025-12-06,1,Coca-Cola 500ml,Beverage,5,1500.0
674,2025-12-06,3,White Rice 5kg,Grocery,2,8000.0
675,2025-12-06,4,Notebook A4,Stationery,4,2500.0
676,2025-12-06,4,Notebook A4,Stationery,1,2500.0
677,2025-12-06,2,Pepsi 500ml,Beverage,3,1500.0
677,2025-12-06,4,Notebook A4,Stationery,3,2500.0
678,2025-12-06,1,Coca-Cola 500ml,Beverage,1,1500.0
679,2025-12-06,3,White Rice 5kg,Grocery,3,8000.0
679,2025-12-06,1,Coca-Cola 500ml,Beverage,4,1500.0
679,2025-12-06,4,Notebook A4,Stationery,3,2500.0
679,2025-12-06,2,Pepsi 500ml,Beverage,4,1500.0
680,2025-12-06,3,White Rice 5kg,Grocery,3,8000.0
681,2025-12-06,4,Notebook A4,Stationery,2,2500.0
681,2025-12-06,4,Notebook A4,Stationery,1,2500.0
681,2025-12-06,1,Coca-Cola 500ml,Beverage,3,1500.0
681,2025-12-06,2,Pepsi 500ml,Beverage,4,1500.0
682,2025-12-06,4,Notebook A4,Stationery,4,2500.0
682,2025-12-06,1,Coca-Cola 500ml,Beverage,2,1500.0
682,2025-12-06,4,Notebook A4,Stationery,2,2500.0
682,2025-12-06,4,Notebook A4,Stationery,3,2500.0
683,2025-12-06,2,Pepsi 500ml,Beverage,1,1500.0
684,2025-12-06,1,Coca-Cola 500ml,Beverage,1,1500.0
684,2025-12-06,1,Coca-Cola 500ml,Beverage,4,1500.0
685,2025-12-06,3,White Rice 5kg,Grocery,1,8000.0
685,2025-12-06,1,Coca-Cola 500ml,Beverage,4,1500.0
685,2025-12-06,2,Pepsi 500ml,Beverage,5,1500.0
686,2025-12-06,4,Notebook A4,Stationery,1,2500.0
686,2025-12-06,2,Pepsi 500ml,Beverage,4,1500.0
686,2025-12-06,1,Coca-Cola 500ml,Beverage,1,1500.0
687,2025-12-06,4,Notebook A4,Stationery,1,2500.0
688,2025-12-06,3,White Rice 5kg,Grocery,3,8000.0
689,2025-12-06,2,Pepsi 500ml,Beverage,4,1500.0
689,2025-12-06,4,Notebook A4,Stationery,2,2500.0
689,2025-12-06,3,White Rice 5kg,Grocery,1,8000.0
690,2025-12-06,2,Pepsi 500ml,Beverage,5,1500.0
690,2025-12-06,4,Notebook A4,Stationery,2,2500.0
690,2025-12-06,2,Pepsi 500ml,Beverage,2,1500.0
691,2025-12-06,3,White Rice 5kg,Grocery,1,8000.0
691,2025-12-06,2,Pepsi 500ml,Beverage,3,1500.0
692,2025-12-06,1,Coca-Cola 500ml,Beverage,5,1500.0
693,2025-12-06,1,Coca-Cola 500ml,Beverage,1,1500.0
693,2025-12-06,3,White Rice 5kg,Grocery,3,8000.0
693,2025-12-06,2,Pepsi 500ml,Beverage,4,1500.0
693,2025-12-06,4,Notebook A4,Stationery,4,2500.0
694,2025-12-07,3,White Rice 5kg,Grocery,3,8000.0
694,2025-12-07,4,Notebook A4,Stationery,1,2500.0
695,2025-12-07,4,Notebook A4,Stationery,5,2500.0
695,2025-12-07,1,Coca-Cola 500ml,Beverage,5,1500.0
695,2025-12-07,1,Coca-Cola 500ml,Beverage,3,1500.0
695,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
696,2025-12-07,4,Notebook A4,Stationery,4,2500.0
696,2025-12-07,2,Pepsi 500ml,Beverage,4,1500.0
697,2025-12-07,3,White Rice 5kg,Grocery,2,8000.0
698,2025-12-07,2,Pepsi 500ml,Beverage,2,1500.0
698,2025-12-07,2,Pepsi 500ml,Beverage,3,1500.0
698,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
699,2025-12-07,1,Coca-Cola 500ml,Beverage,3,1500.0
700,2025-12-07,3,White Rice 5kg,Grocery,2,8000.0
701,2025-12-07,3,White Rice 5kg,Grocery,3,8000.0
701,2025-12-07,4,Notebook A4,Stationery,3,2500.0
701,2025-12-07,2,Pepsi 500ml,Beverage,4,1500.0
702,2025-12-07,2,Pepsi 500ml,Beverage,1,1500.0
702,2025-12-07,2,Pepsi 500ml,Beverage,2,1500.0
703,2025-12-07,4,Notebook A4,Stationery,2,2500.0
703,2025-12-07,4,Notebook A4,Stationery,1,2500.0
704,2025-12-07,2,Pepsi 500ml,Beverage,5,1500.0
704,2025-12-07,4,Notebook A4,Stationery,5,2500.0
704,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
705,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
705,2025-12-07,3,White Rice 5kg,Grocery,2,8000.0
706,2025-12-07,1,Coca-Cola 500ml,Beverage,1,1500.0
707,2025-12-07,4,Notebook A4,Stationery,1,2500.0
707,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
707,2025-12-07,1,Coca-Cola 500ml,Beverage,1,1500.0
708,2025-12-07,2,Pepsi 500ml,Beverage,2,1500.0
708,2025-12-07,2,Pepsi 500ml,Beverage,4,1500.0
708,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
709,2025-12-07,3,White Rice 5kg,Grocery,3,8000.0
709,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
710,2025-12-07,4,Notebook A4,Stationery,5,2500.0
710,2025-12-07,3,White Rice 5kg,Grocery,2,8000.0
710,2025-12-07,2,Pepsi 500ml,Beverage,4,1500.0
710,2025-12-07,1,Coca-Cola 500ml,Beverage,1,1500.0
711,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
711,2025-12-07,2,Pepsi 500ml,Beverage,5,1500.0
712,2025-12-07,4,Notebook A4,Stationery,5,2500.0
712,2025-12-07,4,Notebook A4,Stationery,4,2500.0
712,2025-12-07,1,Coca-Cola 500ml,Beverage,4,1500.0
713,2025-12-07,2,Pepsi 500ml,Beverage,1,1500.0
713,2025-12-07,4,Notebook A4,Stationery,5,2500.0
713,2025-12-07,2,Pepsi 500ml,Beverage,1,1500.0
714,2025-12-07,4,Notebook A4,Stationery,1,2500.0
714,2025-12-07,3,White Rice 5kg,Grocery,1,8000.0
714,2025-12-07,3,White Rice 5kg,Grocery,3,8000.0
714,2025-12-07,1,Coca-Cola 500ml,Beverage,5,1500.0
715,2025-12-07,1,Coca-Cola 500ml,Beverage,5,1500.0
715,2025-12-07,2,Pepsi 500ml,Beverage,4,1500.0
716,2025-12-08,3,White Rice 5kg,Grocery,3,8000.0
